Crop,Area_hectares,Temperature_C,Rainfall_mm,N_kg_ha,P_kg_ha,K_kg_ha,Fertilizer_kg_ha,Irrigation_percent,Yield_tons_per_hectare
papaya,5.96,27.89,1362.1,66.8,47.3,80.9,162.3,72.0,35.96
maize,5.11,29.83,726.0,98.3,53.0,40.9,129.9,56.1,5.11
mungbean,9.93,29.69,612.7,53.4,41.1,30.2,48.1,35.1,1.83
kidneybeans,6.22,12.52,579.6,57.5,40.1,21.1,78.9,39.2,1.69
chickpea,17.54,24.14,795.9,46.8,37.8,46.1,76.9,18.6,2.37
grapes,7.99,24.16,942.3,51.3,37.2,51.1,91.8,66.8,7.3
lentil,4.72,21.72,489.6,47.8,34.1,24.7,83.0,22.6,1.84
banana,9.31,26.01,1434.0,72.5,33.9,103.1,156.2,84.0,25.65
watermelon,3.31,27.9,458.6,87.4,30.5,50.3,109.8,49.8,26.77
pomegranate,7.32,24.93,622.5,57.0,29.1,53.1,94.3,27.9,9.9
rice,5.64,22.32,785.3,66.4,43.5,39.8,163.6,70.6,4.01
coconut,3.85,24.44,2327.6,69.7,26.9,57.3,116.0,63.8,7.44
mothbeans,2.97,22.89,508.6,43.3,32.7,21.1,55.2,15.2,1.12
apple,3.84,18.84,756.4,35.3,31.2,43.8,65.0,16.8,10.71
coconut,3.42,26.63,1515.1,55.5,27.8,64.2,158.0,69.9,9.98
papaya,14.13,27.98,598.2,70.7,40.1,53.1,131.7,78.4,26.67
watermelon,11.11,28.45,408.2,83.8,33.6,52.2,134.8,17.3,21.54
cotton,17.18,21.87,790.0,44.4,43.0,46.6,95.2,34.0,2.49
coconut,6.38,34.0,2138.5,35.7,27.3,44.3,149.9,69.8,6.51
rice,12.29,23.93,1130.5,72.0,37.4,46.7,140.5,56.2,3.69
coconut,5.5,23.39,1592.3,63.5,18.7,63.4,114.8,40.3,8.17
banana,2.0,29.1,1813.0,93.2,25.7,62.7,166.5,66.0,24.69
mungbean,6.82,25.91,782.3,27.6,41.1,15.7,110.0,54.4,1.1
pigeonpeas,11.81,28.48,902.6,28.6,34.7,54.3,83.0,59.4,1.68
lentil,5.86,15.53,381.4,36.6,33.6,41.9,50.4,31.6,1.71
kidneybeans,4.73,16.94,580.4,40.2,35.5,24.0,122.6,29.3,1.74
jute,3.01,24.24,1755.9,73.1,46.0,37.9,125.4,73.7,3.25
orange,11.37,26.77,1226.0,31.4,28.2,32.7,90.7,76.6,12.05
mothbeans,30.0,31.35,385.8,36.2,37.4,26.7,68.9,10.0,1.16
mango,20.87,28.91,1025.4,37.1,31.9,51.3,129.5,36.0,8.44
mungbean,15.61,27.08,578.8,60.6,27.9,37.0,83.6,63.9,1.01
pomegranate,2.93,22.62,602.7,56.7,38.4,44.6,122.2,39.5,13.36
coconut,5.89,30.01,1229.1,52.4,29.0,63.9,131.2,59.4,7.24
grapes,4.55,24.61,787.1,52.0,27.4,54.4,100.9,55.7,11.79
chickpea,3.46,16.69,563.8,31.7,21.9,42.3,97.6,49.1,2.07
orange,1.16,18.84,790.5,56.6,18.4,37.4,92.0,36.0,12.01
grapes,4.85,24.11,891.3,55.3,30.3,41.1,76.6,42.6,9.17
maize,27.69,26.26,839.0,84.5,54.2,37.1,90.7,57.2,6.05
pomegranate,12.23,23.52,714.3,69.9,24.9,42.3,114.9,32.5,12.04
mango,13.54,23.88,869.0,45.5,40.7,62.7,101.6,64.7,6.02
grapes,3.07,21.02,304.1,42.8,24.0,37.8,120.8,68.1,10.51
watermelon,21.15,24.57,405.4,45.4,26.8,55.9,130.2,58.9,22.45
pomegranate,8.52,26.44,554.8,53.4,17.2,44.8,131.0,56.2,12.85
jute,3.43,23.88,1144.3,72.7,17.4,29.1,156.0,55.8,2.59
jute,3.64,30.09,1576.5,65.7,50.8,67.1,88.4,54.2,3.42
kidneybeans,2.81,23.29,696.6,47.9,33.4,33.6,99.4,35.7,1.92
jute,5.82,28.0,1708.1,77.0,35.4,33.9,100.4,69.6,2.99
coconut,7.09,24.27,917.7,56.2,23.1,64.4,88.9,69.4,6.93
rice,3.22,28.5,1214.5,83.8,37.0,29.2,194.2,81.4,4.44
watermelon,2.61,31.41,485.4,56.4,50.8,46.3,113.9,49.1,28.9
apple,6.35,15.99,729.2,50.1,27.1,38.4,48.7,41.2,10.03
coffee,7.12,20.82,1606.2,82.4,44.6,46.2,79.0,65.6,2.03
lentil,11.45,13.88,629.8,54.4,20.3,20.8,88.6,36.8,1.81
jute,6.41,33.09,1511.3,61.7,29.9,33.8,135.2,75.0,2.61
mothbeans,30.0,27.14,269.2,47.5,39.1,16.6,98.7,33.0,1.62
jute,4.89,26.41,1495.7,71.9,32.2,36.5,160.8,59.1,3.27
mungbean,5.25,25.53,620.8,40.3,29.2,31.9,95.5,24.8,1.8
mango,3.7,24.9,987.9,45.2,32.8,39.7,73.3,51.0,8.6
rice,2.04,29.54,1518.9,89.0,31.3,51.8,141.9,47.1,4.51
grapes,4.34,17.33,310.9,35.3,32.3,41.3,98.2,35.6,7.75
cotton,5.27,24.57,928.1,92.7,35.9,40.1,142.0,44.5,2.19
coffee,10.75,18.7,1590.1,61.8,36.3,38.7,127.5,73.5,2.58
lentil,5.14,17.81,482.4,34.9,16.6,34.3,55.7,33.6,1.94
coffee,6.56,18.28,1407.8,87.3,46.1,33.4,113.8,72.0,2.71
banana,4.99,29.65,697.4,80.5,41.6,74.7,217.9,94.4,27.91
blackgram,6.81,21.79,748.2,49.0,33.8,39.6,78.7,31.1,1.45
pigeonpeas,8.19,25.36,880.8,67.4,37.1,39.3,102.9,35.3,2.03
coconut,4.23,29.42,1880.3,65.4,39.3,30.7,128.9,82.8,7.38
mungbean,2.46,25.17,472.1,58.7,25.1,19.5,95.8,52.1,1.36
apple,10.27,17.05,548.7,44.2,23.2,37.8,96.4,32.2,10.86
blackgram,3.65,28.65,369.5,37.3,25.5,26.5,76.5,25.7,1.4
apple,3.2,22.6,709.3,39.7,26.9,38.9,68.8,29.1,12.85
rice,29.52,28.54,1305.8,79.7,29.8,29.4,138.1,63.7,4.65
mango,7.94,21.97,786.5,57.6,40.0,38.3,98.3,22.5,7.59
papaya,6.14,30.08,1450.6,53.9,36.1,70.2,162.3,64.3,33.29
mothbeans,10.31,30.16,415.0,27.9,17.6,28.0,65.4,27.5,1.31
banana,3.71,20.62,1572.9,92.4,45.9,68.4,262.4,64.2,27.3
mothbeans,10.02,31.17,640.6,47.4,20.6,13.5,70.7,51.7,1.13
grapes,13.57,23.14,580.9,42.0,28.1,35.6,79.6,56.8,10.71
watermelon,3.75,25.25,635.6,61.0,30.1,35.3,130.8,39.9,22.15
papaya,6.19,27.27,1189.1,64.1,27.6,69.7,133.2,69.1,46.12
coffee,2.5,16.66,1618.5,70.4,34.9,35.6,90.2,65.7,1.75
orange,8.4,24.76,1321.3,42.9,17.9,28.4,91.6,65.7,12.13
chickpea,10.64,24.43,594.4,31.0,19.9,34.9,66.3,22.5,1.89
mungbean,9.9,26.35,845.1,49.0,33.5,38.4,98.4,36.9,0.8
maize,11.79,25.87,542.5,77.4,35.7,31.6,166.7,78.8,7.46
mango,27.07,23.92,1127.1,38.3,33.5,55.8,98.8,58.2,7.62
pomegranate,8.59,17.11,713.6,57.6,39.7,39.5,121.1,43.5,10.24
maize,8.8,28.37,800.7,90.9,35.1,33.3,207.9,53.7,6.3
coconut,21.6,27.68,2150.3,56.3,28.4,54.6,131.9,81.5,10.42
orange,2.92,26.39,870.4,47.6,24.5,54.8,93.7,36.3,12.52
lentil,16.14,16.66,606.5,50.9,25.5,31.9,71.9,41.5,2.15
banana,6.87,31.07,1400.1,89.6,35.0,84.3,108.7,93.3,24.89
grapes,3.91,17.61,756.8,59.8,24.5,41.9,72.4,45.2,9.6
mungbean,2.3,24.17,674.1,27.8,36.0,24.2,97.3,30.3,0.8
mothbeans,5.7,25.25,552.8,22.3,21.6,30.6,55.1,22.2,1.21
mango,14.66,28.12,746.4,44.5,17.8,30.2,60.7,41.5,7.35
maize,4.54,24.0,756.7,110.7,29.6,42.8,107.0,64.4,7.86
watermelon,3.22,24.87,575.7,68.9,33.0,47.6,142.6,43.8,28.12
chickpea,15.79,21.08,494.0,41.1,31.8,20.5,111.7,14.7,2.78
watermelon,3.71,33.93,444.4,58.8,24.5,33.9,111.5,45.8,21.17
maize,6.19,23.43,646.1,94.8,41.7,46.8,111.1,55.3,7.69
mothbeans,8.9,27.58,586.0,34.1,26.7,19.7,41.7,36.4,1.32
kidneybeans,7.14,22.35,946.2,72.8,47.0,30.3,100.9,48.0,1.56
mango,18.57,23.86,817.9,56.0,24.0,44.0,128.8,55.5,7.04
coconut,5.55,28.55,1968.2,57.6,36.1,59.1,131.2,57.5,7.34
cotton,5.72,21.45,692.6,76.8,23.9,47.1,127.1,61.6,2.03
rice,7.63,27.7,1219.1,98.0,39.5,43.0,96.6,71.9,5.91
mungbean,7.48,35.19,967.2,36.2,31.7,31.1,81.0,29.9,1.5
orange,8.66,22.17,827.2,46.6,32.5,50.0,58.5,28.5,14.48
banana,24.3,26.04,1510.2,85.2,25.0,63.8,150.0,65.7,32.78
grapes,21.62,24.92,901.2,49.3,23.8,36.0,79.8,44.8,11.83
jute,12.67,28.74,1224.4,41.9,14.2,31.1,162.6,61.8,2.4
pigeonpeas,6.6,29.44,1024.2,40.5,30.6,39.0,69.7,48.5,1.64
muskmelon,3.23,25.65,406.5,78.0,28.4,44.1,102.3,52.9,20.2
blackgram,5.15,27.74,776.8,53.5,32.5,28.3,72.2,34.8,1.16
cotton,3.88,32.38,878.2,88.0,53.8,52.7,132.3,55.6,2.67
maize,6.15,26.54,703.0,86.8,36.3,53.4,186.0,54.5,7.3
coconut,6.02,22.03,2159.1,65.1,10.0,46.6,131.2,61.2,7.99
pigeonpeas,5.98,25.26,854.3,44.6,33.6,23.6,116.3,52.0,1.57
rice,4.03,22.6,1076.2,103.7,35.3,44.5,155.8,80.4,4.96
maize,5.62,27.37,610.3,85.5,47.1,41.4,164.5,45.8,8.01
chickpea,12.55,16.53,442.0,34.9,47.4,36.5,103.9,37.8,1.68
apple,4.2,18.51,822.0,41.3,23.0,44.0,81.1,40.1,12.25
rice,8.03,26.98,1087.6,86.7,37.8,41.4,115.6,77.6,3.23
muskmelon,13.74,24.77,405.6,54.5,32.7,35.4,77.8,29.0,21.59
orange,17.42,24.02,924.8,57.6,28.3,33.4,83.1,35.7,13.02
lentil,14.56,23.71,567.8,38.7,27.6,32.9,88.6,35.1,1.81
mungbean,16.85,26.48,577.8,37.8,25.7,25.1,88.3,22.5,1.25
mungbean,5.57,27.99,571.1,40.3,29.6,39.7,125.3,42.8,1.28
mungbean,5.06,29.43,593.7,34.3,26.8,39.2,62.3,34.6,1.36
orange,4.9,23.57,639.4,41.9,19.4,35.9,99.2,70.9,14.37
coffee,5.83,20.35,1571.7,74.6,28.5,57.4,89.4,81.5,2.28
mango,7.34,23.22,707.8,40.8,36.6,58.7,131.1,40.2,6.97
mothbeans,4.43,27.03,389.5,42.7,24.4,32.0,88.4,20.7,1.3
blackgram,3.49,30.04,579.7,32.9,42.1,18.4,92.0,17.9,1.02
mango,3.56,21.47,991.1,50.8,27.8,45.1,127.9,39.3,8.12
apple,24.22,15.29,801.3,36.6,30.4,51.8,87.2,50.4,12.97
mango,6.54,25.39,495.7,48.2,30.5,48.8,128.8,52.6,7.99
mothbeans,8.8,26.66,428.6,45.3,28.1,22.8,40.0,26.1,1.65
pomegranate,8.91,20.04,780.4,56.3,36.1,35.0,101.2,29.6,14.73
mungbean,3.15,31.41,482.2,32.8,32.4,30.5,52.3,24.0,1.27
mango,4.49,26.23,932.2,53.3,29.5,55.6,113.4,50.2,11.51
cotton,24.51,25.42,811.4,78.5,34.6,45.6,144.7,67.9,2.99
jute,6.6,29.28,1273.5,86.5,33.2,33.2,99.2,80.6,2.95
papaya,2.1,25.59,1682.1,47.7,37.2,81.7,171.9,64.7,31.6
papaya,2.67,29.62,1041.2,81.1,25.9,87.4,168.9,62.1,31.35
pigeonpeas,9.57,30.47,828.7,41.8,37.1,33.7,60.3,35.5,1.53
pigeonpeas,10.25,27.85,1341.6,49.9,22.9,46.5,62.9,46.2,1.53
banana,12.53,27.11,1873.6,99.3,36.9,89.9,180.1,79.4,30.82
rice,4.79,24.25,1119.4,90.7,34.0,33.6,186.8,70.4,4.45
cotton,5.88,27.99,935.4,100.5,31.6,45.7,126.7,43.9,2.25
maize,4.85,21.45,644.4,73.3,50.8,34.0,151.9,56.9,6.99
cotton,6.52,31.35,448.0,115.5,42.1,50.7,194.4,31.8,2.3
pigeonpeas,7.16,28.18,1132.4,66.5,20.1,49.9,107.3,34.6,1.66
blackgram,9.14,24.52,1010.0,32.5,38.9,36.1,128.8,54.4,1.53
blackgram,6.28,26.92,749.7,53.0,29.7,44.0,89.3,18.5,1.54
watermelon,7.44,29.95,703.0,40.3,31.4,58.7,129.4,44.7,22.85
kidneybeans,4.37,23.76,729.2,77.2,44.8,32.1,105.5,52.5,2.36
maize,2.8,23.33,698.7,82.9,47.9,32.0,139.7,54.4,6.9
lentil,8.54,22.95,527.7,56.4,27.3,21.9,87.7,43.0,1.43
lentil,5.55,24.86,447.7,43.8,27.9,21.8,118.1,49.1,0.96
coffee,11.72,22.33,1534.9,47.3,31.5,55.1,144.9,78.2,2.64
watermelon,7.53,28.22,515.2,57.5,36.8,26.3,109.1,68.9,27.71
watermelon,8.99,25.02,614.9,78.3,40.1,32.8,103.5,35.6,19.96
coffee,2.5,20.88,1671.7,72.2,45.1,52.4,105.7,65.0,2.46
chickpea,4.08,22.46,479.6,44.8,43.5,28.1,95.3,35.1,2.18
pigeonpeas,2.66,29.57,736.2,60.8,35.9,35.6,65.6,34.7,1.71
pomegranate,8.1,23.16,738.5,50.9,39.6,53.3,98.9,23.2,12.28
mothbeans,6.86,30.34,413.0,20.7,29.8,26.7,40.0,10.0,1.13
chickpea,4.49,18.33,567.7,40.4,41.1,32.1,110.6,28.7,2.79
papaya,7.24,24.96,1168.5,74.7,32.6,70.6,130.4,83.1,39.11
chickpea,5.7,21.86,787.7,63.2,33.5,44.4,75.0,32.7,2.28
coconut,9.67,36.0,1763.7,76.5,37.4,50.4,91.5,59.5,7.69
watermelon,9.16,18.29,500.4,56.5,32.5,46.2,95.8,39.9,24.47
muskmelon,10.7,33.76,357.8,47.0,29.7,32.3,135.9,28.4,15.33
watermelon,3.79,23.37,525.3,30.5,29.2,44.3,159.9,50.2,27.09
jute,11.59,31.64,1313.1,93.3,38.1,47.0,100.6,79.8,2.78
papaya,11.4,27.27,1033.8,68.8,46.6,50.5,195.6,68.1,39.5
orange,4.33,22.71,718.5,34.9,29.9,59.9,89.8,42.1,12.55
coconut,6.46,32.16,1582.1,41.9,26.9,63.1,141.9,93.7,4.53
muskmelon,16.23,30.61,573.3,61.1,39.7,48.5,117.5,37.1,24.85
muskmelon,8.74,30.88,395.4,67.3,27.5,27.4,95.6,44.1,16.09
rice,2.7,26.95,718.5,83.5,39.1,49.0,101.8,73.6,4.25
mungbean,16.92,26.03,582.4,43.5,15.9,49.4,75.3,13.1,1.19
banana,10.51,25.89,892.0,79.2,28.0,72.7,206.7,95.0,29.14
pigeonpeas,8.35,32.29,1247.4,43.5,38.7,41.4,98.3,46.3,2.21
chickpea,7.19,21.03,400.3,46.6,35.1,28.8,120.9,35.3,2.06
chickpea,2.97,24.49,484.0,40.5,40.3,40.0,67.9,31.1,2.39
watermelon,16.29,26.19,328.4,42.0,26.3,55.2,130.0,55.4,27.69
jute,11.73,34.65,1773.6,90.3,38.4,45.1,142.9,79.9,2.64
maize,12.49,33.55,827.6,76.7,47.7,35.0,148.9,68.7,6.94
rice,5.47,24.4,1107.7,91.2,47.3,37.8,167.3,55.8,4.74
kidneybeans,7.49,23.61,815.4,58.0,40.2,29.0,72.4,17.7,2.44
rice,3.6,27.37,1007.5,64.2,40.7,40.5,165.4,68.5,5.36
grapes,15.19,20.59,322.1,58.0,30.6,35.5,86.5,49.0,10.33
kidneybeans,4.28,22.5,623.1,53.7,39.9,45.4,107.0,37.4,2.12
pigeonpeas,13.32,27.94,924.9,50.8,26.8,27.6,73.0,29.8,1.84
kidneybeans,3.88,21.55,892.6,56.8,33.5,39.3,93.0,59.0,1.84
mungbean,12.06,29.82,869.1,48.7,38.1,41.7,66.0,40.6,1.71
orange,5.51,23.83,705.3,47.1,22.9,44.3,109.6,52.4,15.55
orange,3.33,27.15,948.2,55.2,27.9,55.0,120.2,67.8,17.73
mungbean,24.41,28.77,802.5,29.5,35.7,21.4,93.8,46.4,1.12
pomegranate,10.2,19.79,605.6,56.8,30.8,45.3,132.7,23.6,10.05
rice,2.93,28.88,1014.8,94.1,31.1,40.9,169.6,69.1,3.83
apple,7.0,19.1,1001.6,40.9,37.7,39.6,95.6,44.0,10.9
mango,27.0,26.54,1106.3,73.0,36.4,57.0,92.7,47.0,11.25
cotton,7.08,32.47,759.0,69.9,42.7,36.5,154.0,48.3,2.23
pomegranate,10.21,24.04,523.6,55.0,37.7,39.0,126.1,50.9,11.07
pigeonpeas,15.1,28.82,1152.6,73.6,30.5,44.9,79.8,36.5,2.05
pomegranate,12.22,25.39,675.2,76.1,32.4,37.4,97.4,45.2,10.75
grapes,18.81,26.7,994.7,57.3,32.7,54.8,100.5,37.0,8.08
chickpea,6.74,23.75,708.1,41.0,27.4,29.2,83.7,18.5,2.01
coconut,18.66,27.12,1507.4,51.8,27.9,63.7,129.9,72.3,8.61
coconut,7.32,29.76,1496.0,54.5,41.4,54.4,160.3,86.7,7.89
mango,5.2,25.0,920.0,41.0,32.6,43.8,124.0,74.3,9.69
muskmelon,15.85,24.55,774.2,62.3,32.1,28.9,69.0,58.3,19.48
mothbeans,4.77,23.83,539.0,26.1,34.9,19.7,64.2,38.6,1.47
apple,2.82,12.04,726.0,36.9,23.7,33.0,108.3,25.8,10.13
blackgram,6.31,29.28,812.1,48.3,32.1,31.4,91.0,27.6,1.43
papaya,5.34,25.41,1330.4,96.2,39.9,54.6,131.3,71.9,34.68
jute,5.04,31.12,1161.7,66.9,29.8,43.9,140.0,56.5,2.95
muskmelon,4.51,28.61,459.1,72.0,26.8,49.5,82.8,35.6,20.22
pigeonpeas,7.77,26.42,844.7,50.7,30.9,34.7,69.8,51.1,1.62
jute,2.55,29.52,1470.1,75.1,35.0,50.9,93.5,61.0,3.17
jute,12.8,31.31,1184.9,82.6,41.0,40.1,116.7,69.5,3.01
banana,14.08,25.06,1177.0,71.4,38.2,67.7,236.9,91.3,19.1
coffee,7.53,17.24,1932.9,56.5,23.8,52.1,113.1,69.2,2.37
muskmelon,20.92,26.88,532.9,52.1,23.0,38.4,89.2,52.7,20.83
papaya,11.24,30.13,1349.8,74.3,32.5,50.5,181.7,73.5,37.05
chickpea,2.91,19.52,570.3,51.0,44.0,35.6,78.8,46.9,2.34
apple,4.37,19.5,657.0,45.1,17.6,38.2,90.7,32.5,14.76
maize,20.41,28.53,355.9,113.4,32.8,43.6,158.0,43.0,5.84
grapes,7.83,25.73,835.3,42.1,29.2,45.4,113.8,22.2,13.73
jute,5.25,33.38,1810.7,68.8,40.0,39.1,149.9,95.0,2.44
maize,11.03,20.65,788.6,88.7,44.2,34.1,109.9,65.6,7.18
maize,6.3,26.14,778.0,65.9,32.8,39.3,111.6,49.6,8.1
pomegranate,10.34,22.7,532.2,58.0,31.3,43.0,107.9,23.1,13.79
lentil,8.77,20.27,890.2,46.1,32.2,20.4,65.1,14.4,1.22
grapes,4.47,22.0,780.6,53.0,30.7,30.8,89.1,37.1,10.59
grapes,5.66,22.29,759.1,45.9,27.5,35.8,91.9,45.3,10.79
muskmelon,7.0,36.0,409.5,42.2,25.5,32.7,103.1,29.8,16.49
apple,5.15,25.52,798.7,52.6,29.4,39.4,104.0,37.3,13.72
watermelon,8.12,21.43,554.5,67.2,26.7,50.5,127.5,24.3,30.01
pomegranate,14.99,29.27,464.3,65.5,25.6,40.2,129.3,25.9,13.39
rice,11.26,24.19,1176.2,85.8,43.6,47.0,190.7,92.1,4.62
coffee,5.97,23.85,1776.8,78.4,41.6,50.2,127.8,65.6,1.56
lentil,17.11,28.84,539.0,40.8,23.9,27.1,40.3,12.1,1.44
mungbean,3.98,26.89,504.4,33.7,30.7,41.3,79.6,19.9,1.31
blackgram,13.32,23.59,540.7,58.5,21.7,20.6,40.0,39.1,1.28
coconut,3.24,21.32,1142.8,60.2,24.3,46.5,100.2,62.4,8.68
pigeonpeas,4.56,32.45,674.1,39.3,39.3,45.3,114.4,60.0,1.44
muskmelon,11.33,24.56,396.1,67.7,28.9,42.3,119.2,33.3,17.95
orange,5.13,21.64,994.4,59.9,28.7,51.4,86.4,32.5,17.41
mango,10.66,22.11,1237.3,45.1,29.5,49.8,118.6,72.5,9.45
banana,7.68,24.56,1796.2,68.9,36.8,54.8,189.4,70.1,26.01
jute,3.93,32.08,852.4,82.0,40.5,55.5,107.9,60.8,2.0
jute,8.72,25.04,2022.2,74.9,40.3,40.3,90.8,60.6,2.23
coconut,11.21,27.56,1415.1,64.6,33.6,52.2,94.9,62.2,9.04
mungbean,30.0,24.35,687.8,48.3,35.7,37.3,62.9,28.4,1.39
grapes,6.6,18.48,789.8,55.8,36.7,42.8,51.1,36.8,8.71
maize,5.24,25.55,660.3,89.3,47.9,35.5,134.7,49.1,8.56
pomegranate,6.54,20.41,645.1,54.9,26.1,58.6,98.4,48.0,10.46
coffee,1.1,22.66,1925.8,62.4,31.3,53.4,97.2,68.2,2.55
blackgram,5.78,28.88,1027.2,28.5,28.6,39.3,66.7,23.8,0.97
pigeonpeas,5.45,25.89,804.3,63.3,32.8,33.4,89.1,34.8,1.91
watermelon,3.19,25.45,613.8,66.7,30.9,39.3,130.7,49.7,33.23
orange,10.3,25.75,691.8,49.1,37.0,38.5,90.9,27.6,11.16
orange,4.71,19.49,1101.7,41.5,22.3,28.0,82.0,46.6,10.43
coconut,4.89,25.49,650.9,54.4,32.3,45.0,124.3,83.7,8.65
banana,26.75,27.23,1223.5,85.0,48.3,70.0,217.0,74.5,34.26
rice,10.87,32.88,932.2,91.7,31.4,38.3,148.7,78.2,4.52
papaya,4.93,28.67,1019.2,58.5,41.0,54.8,203.6,93.0,37.93
grapes,7.64,23.14,1132.7,46.3,34.8,38.1,91.0,53.4,8.48
chickpea,4.39,20.2,816.9,55.9,37.4,18.0,90.1,32.4,2.54
mungbean,25.48,28.28,667.2,33.0,35.4,29.1,40.0,37.9,1.4
papaya,2.13,25.09,827.1,58.0,33.0,66.9,136.9,81.7,37.65
apple,2.97,14.24,881.6,46.1,28.8,51.6,120.2,27.4,10.17
blackgram,3.05,23.62,524.0,41.1,36.7,29.9,100.2,32.8,1.07
lentil,12.21,14.31,720.0,33.2,21.8,28.7,89.9,39.8,1.46
pigeonpeas,3.57,28.38,666.0,48.0,30.3,44.6,70.7,67.6,2.15
muskmelon,8.9,33.06,500.5,57.3,30.5,40.3,73.2,39.4,20.52
mothbeans,3.95,29.07,480.1,17.6,29.5,42.7,40.0,10.9,0.68
apple,3.65,19.28,584.7,55.5,22.6,31.1,81.5,28.6,10.64
pigeonpeas,7.08,24.96,744.4,45.1,36.0,30.8,76.5,41.5,2.27
cotton,10.33,32.12,579.1,97.4,32.5,52.0,131.3,70.3,2.16
coconut,7.42,29.6,1651.1,54.9,32.9,53.6,75.9,72.9,8.13
chickpea,19.7,21.25,622.7,52.2,31.6,31.4,94.0,27.7,1.75
mothbeans,3.87,28.45,652.5,45.2,15.6,22.8,49.5,23.9,1.35
maize,7.37,23.8,882.8,114.3,29.6,41.6,180.0,47.5,5.68
cotton,4.59,28.9,826.3,104.9,35.1,34.9,179.0,49.5,2.48
lentil,15.25,23.29,600.5,20.2,29.0,29.3,99.3,34.4,1.49
rice,2.73,27.5,1035.9,71.7,47.4,32.0,99.5,55.9,3.94
papaya,9.5,31.34,831.3,81.9,43.1,39.1,190.7,95.0,38.21
mungbean,2.43,27.76,509.8,45.1,21.4,31.6,53.4,20.1,1.23
maize,3.87,21.08,789.2,102.9,43.5,34.9,129.3,47.5,5.92
maize,9.75,26.81,738.0,94.4,47.5,36.9,143.8,46.9,7.8
coffee,2.91,16.54,1939.0,66.3,32.5,55.1,100.0,79.7,1.77
papaya,13.26,27.08,1153.4,73.7,36.5,64.7,153.3,52.9,41.49
grapes,10.76,25.2,677.3,56.1,32.8,40.1,117.5,37.0,10.87
chickpea,16.05,19.44,593.2,40.3,36.5,16.3,105.8,30.7,2.04
pigeonpeas,1.97,25.01,861.9,51.0,35.4,48.8,97.7,61.0,1.7
mothbeans,23.28,27.43,531.3,34.0,18.5,30.9,45.9,21.8,1.44
apple,3.53,16.78,547.7,46.6,26.4,32.0,109.1,26.2,11.57
mungbean,23.37,24.42,677.4,34.2,31.0,31.1,62.1,24.2,1.56
coconut,16.01,28.62,1725.4,47.1,36.3,68.5,150.9,74.8,9.34
watermelon,3.46,27.33,708.9,71.6,35.7,50.5,121.2,40.0,21.79
chickpea,12.94,26.65,525.9,69.4,45.1,41.1,109.2,34.8,1.76
mango,3.15,26.53,912.2,47.6,34.4,40.9,101.4,46.0,12.59
mungbean,3.07,29.75,430.3,42.1,43.8,28.9,76.4,21.4,1.25
orange,3.49,20.52,771.9,34.2,16.4,46.2,118.5,54.2,9.85
kidneybeans,5.51,19.66,467.4,57.7,34.0,32.2,81.5,10.0,1.7
orange,3.76,21.16,998.4,37.8,37.3,29.6,82.8,52.4,13.92
mothbeans,24.28,29.31,720.7,20.3,44.6,34.7,67.1,24.5,1.11
coffee,18.93,24.95,1438.4,45.3,41.6,52.1,73.3,78.3,2.28
mungbean,3.39,28.65,750.2,30.1,32.2,34.9,52.7,24.3,1.33
coconut,6.2,29.55,1759.4,83.2,34.5,63.4,133.5,57.8,9.0
mothbeans,7.7,24.64,524.1,26.2,23.4,30.8,40.0,29.1,1.22
coconut,7.5,23.35,1289.9,57.6,42.6,55.2,137.8,45.7,7.4
mango,4.21,25.27,733.9,51.6,29.2,51.1,121.6,58.9,9.19
lentil,8.68,18.68,580.8,35.6,38.5,13.8,40.0,26.0,1.49
watermelon,21.91,29.0,524.8,46.1,28.1,37.7,106.5,52.0,23.64
muskmelon,4.58,26.48,359.4,49.0,29.2,43.7,106.7,38.5,18.42
coconut,2.58,28.54,1293.3,50.1,32.3,47.9,136.6,92.2,7.59
mothbeans,2.6,25.29,487.0,16.9,34.1,24.8,40.0,35.1,0.83
watermelon,12.44,24.9,419.4,66.8,38.7,48.7,138.9,46.3,23.18
maize,5.4,28.89,688.2,124.5,35.5,57.0,147.2,34.0,6.51
mango,7.07,26.29,939.4,66.6,29.5,66.4,110.5,58.4,9.83
mungbean,8.76,22.06,507.9,41.0,33.4,11.5,54.1,39.0,1.54
watermelon,1.7,28.95,541.1,66.5,34.7,54.2,148.6,49.2,24.23
maize,6.07,26.34,760.4,70.9,47.0,41.8,135.5,34.3,7.29
chickpea,23.09,21.75,689.7,47.5,30.6,30.5,80.4,41.9,2.39
mothbeans,7.23,29.65,554.8,53.7,31.4,35.0,44.2,28.2,1.02
mungbean,8.37,24.34,775.3,53.1,28.4,34.1,81.4,35.7,1.59
blackgram,9.6,26.41,606.2,42.0,27.5,32.3,75.1,38.9,1.55
jute,12.2,27.99,1630.0,65.9,27.7,36.2,109.0,72.7,2.89
rice,11.3,29.67,1263.3,98.3,49.6,25.5,155.4,67.4,4.86
rice,6.95,25.86,1842.4,87.8,33.1,55.5,109.2,70.3,5.05
muskmelon,10.46,36.0,627.3,57.3,31.0,45.0,91.8,36.0,14.42
mungbean,5.15,27.42,551.2,28.4,32.0,40.3,41.9,41.8,1.43
mango,12.68,25.62,763.7,68.0,29.3,51.3,153.5,64.4,10.85
